sample_id,status,original_performance,optimized_performance,param_changes,top_params
3431,success,[131. 273.  49.],[160.97  326.93   45.955],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.1009592), 'change_pct': np.float32(909.592)}, {'param_index': np.int64(0), 'original': np.float32(0.003539823), 'optimized': np.float32(0.10096901), 'change_pct': np.float32(2752.3745)}, {'param_index': np.int64(5), 'original': np.float32(0.7032967), 'optimized': np.float32(0.61353683), 'change_pct': np.float32(-12.7627325)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.057777867), 'change_pct': np.float32(4002.2285)}, {'param_index': np.int64(12), 'original': np.float32(0.9437752), 'optimized': np.float32(0.8470603), 'change_pct': np.float32(-10.247658)}]","[2, 0, 5, 1, 12]"
3446,success,[136. 275.  45.],[159.63 325.69  45.69],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.10679938), 'change_pct': np.float32(967.99384)}, {'param_index': np.int64(0), 'original': np.float32(0.004719764), 'optimized': np.float32(0.10240586), 'change_pct': np.float32(2069.7244)}, {'param_index': np.int64(5), 'original': np.float32(0.7582417), 'optimized': np.float32(0.659402), 'change_pct': np.float32(-13.035381)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.05371535), 'change_pct': np.float32(3713.7898)}, {'param_index': np.int64(12), 'original': np.float32(0.9277108), 'optimized': np.float32(0.8885964), 'change_pct': np.float32(-4.2162232)}]","[2, 0, 5, 1, 12]"
3457,success,[429.  559.   21.5],[420.27  555.75   24.865],"[{'param_index': np.int64(0), 'original': np.float32(0.47492623), 'optimized': np.float32(0.4456189), 'change_pct': np.float32(-6.1709237)}, {'param_index': np.int64(2), 'original': np.float32(0.59000003), 'optimized': np.float32(0.6100445), 'change_pct': np.float32(3.3973634)}, {'param_index': np.int64(6), 'original': np.float32(0.7818182), 'optimized': np.float32(0.8245119), 'change_pct': np.float32(5.4608183)}, {'param_index': np.int64(1), 'original': np.float32(0.33802816), 'optimized': np.float32(0.33376744), 'change_pct': np.float32(-1.2604626)}, {'param_index': np.int64(8), 'original': np.float32(0.68354434), 'optimized': np.float32(0.67802334), 'change_pct': np.float32(-0.8077017)}]","[0, 2, 6, 1, 8]"
3470,success,[481.  824.   21.5],[470.13 690.95  28.11],"[{'param_index': np.int64(2), 'original': np.float32(0.88500005), 'optimized': np.float32(0.7916134), 'change_pct': np.float32(-10.552163)}, {'param_index': np.int64(0), 'original': np.float32(0.68731564), 'optimized': np.float32(0.785586), 'change_pct': np.float32(14.297705)}, {'param_index': np.int64(1), 'original': np.float32(0.53521127), 'optimized': np.float32(0.4898174), 'change_pct': np.float32(-8.481483)}, {'param_index': np.int64(3), 'original': np.float32(0.23595506), 'optimized': np.float32(0.14842358), 'change_pct': np.float32(-37.096672)}, {'param_index': np.int64(5), 'original': np.float32(0.03296703), 'optimized': np.float32(0.039351154), 'change_pct': np.float32(19.365175)}]","[2, 0, 1, 3, 5]"
3473,success,[137. 277.  51.],[165.22  324.58   46.915],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.104924195), 'change_pct': np.float32(949.242)}, {'param_index': np.int64(0), 'original': np.float32(0.004719764), 'optimized': np.float32(0.08890467), 'change_pct': np.float32(1783.6677)}, {'param_index': np.int64(5), 'original': np.float32(0.7802198), 'optimized': np.float32(0.79462004), 'change_pct': np.float32(1.8456651)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.03923224), 'change_pct': np.float32(2685.4888)}, {'param_index': np.int64(12), 'original': np.float32(0.93172693), 'optimized': np.float32(0.8346011), 'change_pct': np.float32(-10.42428)}]","[2, 0, 5, 1, 12]"
3485,success,[497.  857.   19.5],[442.08       695.15666667  27.76      ],"[{'param_index': np.int64(2), 'original': np.float32(0.935), 'optimized': np.float32(0.83942306), 'change_pct': np.float32(-10.222133)}, {'param_index': np.int64(0), 'original': np.float32(0.6991151), 'optimized': np.float32(0.7964076), 'change_pct': np.float32(13.916519)}, {'param_index': np.int64(1), 'original': np.float32(0.5070423), 'optimized': np.float32(0.4349137), 'change_pct': np.float32(-14.225361)}, {'param_index': np.int64(3), 'original': np.float32(0.2247191), 'optimized': np.float32(0.1287748), 'change_pct': np.float32(-42.695213)}, {'param_index': np.int64(5), 'original': np.float32(0.043956045), 'optimized': np.float32(0.066520855), 'change_pct': np.float32(51.33494)}]","[2, 0, 1, 3, 5]"
3486,success,[132. 281.  45.],[163.1  328.59  45.46],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.093578525), 'change_pct': np.float32(835.7853)}, {'param_index': np.int64(0), 'original': np.float32(0.0076696165), 'optimized': np.float32(0.10190864), 'change_pct': np.float32(1228.7319)}, {'param_index': np.int64(5), 'original': np.float32(0.8351648), 'optimized': np.float32(0.84978515), 'change_pct': np.float32(1.7505963)}, {'param_index': np.int64(1), 'original': np.float32(0.0028169015), 'optimized': np.float32(0.09183658), 'change_pct': np.float32(3160.1985)}, {'param_index': np.int64(12), 'original': np.float32(0.9277108), 'optimized': np.float32(0.83676493), 'change_pct': np.float32(-9.803253)}]","[2, 0, 5, 1, 12]"
3540,success,[451.  557.   21.5],[408.94 532.99  28.87],"[{'param_index': np.int64(2), 'original': np.float32(0.475), 'optimized': np.float32(0.39116523), 'change_pct': np.float32(-17.649426)}, {'param_index': np.int64(0), 'original': np.float32(0.38643065), 'optimized': np.float32(0.44208613), 'change_pct': np.float32(14.402449)}, {'param_index': np.int64(6), 'original': np.float32(0.7818182), 'optimized': np.float32(0.8687741), 'change_pct': np.float32(11.122266)}, {'param_index': np.int64(1), 'original': np.float32(0.30985916), 'optimized': np.float32(0.21209258), 'change_pct': np.float32(-31.551943)}, {'param_index': np.int64(5), 'original': np.float32(0.2967033), 'optimized': np.float32(0.20601395), 'change_pct': np.float32(-30.565674)}]","[2, 0, 6, 1, 5]"
3543,success,[518. 588.  19.],[345.73 547.99  23.45],"[{'param_index': np.int64(6), 'original': np.float32(0.7272727), 'optimized': np.float32(0.637031), 'change_pct': np.float32(-12.408231)}, {'param_index': np.int64(2), 'original': np.float32(0.465), 'optimized': np.float32(0.43872052), 'change_pct': np.float32(-5.6515007)}, {'param_index': np.int64(0), 'original': np.float32(0.4277286), 'optimized': np.float32(0.4940189), 'change_pct': np.float32(15.4982195)}, {'param_index': np.int64(1), 'original': np.float32(0.26760563), 'optimized': np.float32(0.16817994), 'change_pct': np.float32(-37.15381)}, {'param_index': np.int64(12), 'original': np.float32(0.36546183), 'optimized': np.float32(0.38489857), 'change_pct': np.float32(5.318407)}]","[6, 2, 0, 1, 12]"
3556,failed,[488. 576.  21.],,,"[6, 2, 0, 1, 12]"
3580,success,[130.  267.   49.5],[161.36  324.12   47.505],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.10446856), 'change_pct': np.float32(944.68567)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.08381066), 'change_pct': np.float32(2741.1814)}, {'param_index': np.int64(5), 'original': np.float32(0.80219775), 'optimized': np.float32(0.76102227), 'change_pct': np.float32(-5.1328344)}, {'param_index': np.int64(1), 'original': np.float32(0.0028169015), 'optimized': np.float32(0.09991682), 'change_pct': np.float32(3447.047)}, {'param_index': np.int64(12), 'original': np.float32(0.93574286), 'optimized': np.float32(0.8749662), 'change_pct': np.float32(-6.495016)}]","[2, 0, 5, 1, 12]"
3595,success,[136. 274.  48.],[161.39  323.84   46.985],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.09439763), 'change_pct': np.float32(843.9763)}, {'param_index': np.int64(0), 'original': np.float32(0.0017699115), 'optimized': np.float32(0.042166766), 'change_pct': np.float32(2282.4224)}, {'param_index': np.int64(5), 'original': np.float32(0.7582417), 'optimized': np.float32(0.66475797), 'change_pct': np.float32(-12.329017)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.06948705), 'change_pct': np.float32(4833.5806)}, {'param_index': np.int64(12), 'original': np.float32(0.9437752), 'optimized': np.float32(0.8751694), 'change_pct': np.float32(-7.269293)}]","[2, 0, 5, 1, 12]"
3599,success,[133.  283.   47.5],[161.37 326.46  47.72],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.10066754), 'change_pct': np.float32(571.1169)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.040602487), 'change_pct': np.float32(1276.4243)}, {'param_index': np.int64(5), 'original': np.float32(0.82417583), 'optimized': np.float32(0.7393446), 'change_pct': np.float32(-10.292856)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.08031531), 'change_pct': np.float32(5602.3867)}, {'param_index': np.int64(12), 'original': np.float32(0.93574286), 'optimized': np.float32(0.87682563), 'change_pct': np.float32(-6.296305)}]","[2, 0, 5, 1, 12]"
3621,success,[131.  288.   46.5],[162.17 301.93  45.12],"[{'param_index': np.int64(2), 'original': np.float32(0.025), 'optimized': np.float32(0.02125365), 'change_pct': np.float32(-14.985405)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.08109967), 'change_pct': np.float32(2649.2786)}, {'param_index': np.int64(5), 'original': np.float32(0.82417583), 'optimized': np.float32(0.92098737), 'change_pct': np.float32(11.746466)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.084983416), 'change_pct': np.float32(5933.8223)}, {'param_index': np.int64(12), 'original': np.float32(0.9477911), 'optimized': np.float32(0.8509977), 'change_pct': np.float32(-10.212525)}]","[2, 0, 5, 1, 12]"
3623,success,[435. 799.  22.],[439.91  688.51   28.285],"[{'param_index': np.int64(2), 'original': np.float32(0.91), 'optimized': np.float32(0.82001936), 'change_pct': np.float32(-9.887984)}, {'param_index': np.int64(0), 'original': np.float32(0.7227139), 'optimized': np.float32(0.80050415), 'change_pct': np.float32(10.763632)}, {'param_index': np.int64(1), 'original': np.float32(0.53521127), 'optimized': np.float32(0.47040403), 'change_pct': np.float32(-12.108721)}, {'param_index': np.int64(3), 'original': np.float32(0.24719104), 'optimized': np.float32(0.15158501), 'change_pct': np.float32(-38.67698)}, {'param_index': np.int64(5), 'original': np.float32(0.043956045), 'optimized': np.float32(0.0020105087), 'change_pct': np.float32(-95.42609)}]","[2, 0, 1, 3, 5]"
3625,success,[133.  283.   47.5],[163.65  326.61   45.425],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.09439763), 'change_pct': np.float32(843.9763)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.042661387), 'change_pct': np.float32(1346.2211)}, {'param_index': np.int64(5), 'original': np.float32(0.80219775), 'optimized': np.float32(0.708714), 'change_pct': np.float32(-11.653454)}, {'param_index': np.int64(1), 'original': np.float32(0.0), 'optimized': np.float32(0.068521954), 'change_pct': np.float32(inf)}, {'param_index': np.int64(12), 'original': np.float32(0.9036145), 'optimized': np.float32(0.8432197), 'change_pct': np.float32(-6.683693)}]","[2, 0, 5, 1, 12]"
3626,success,[453. 549.  22.],[429.67 539.7   27.66],"[{'param_index': np.int64(6), 'original': np.float32(0.7818182), 'optimized': np.float32(0.7039419), 'change_pct': np.float32(-9.960926)}, {'param_index': np.int64(0), 'original': np.float32(0.38643065), 'optimized': np.float32(0.48264146), 'change_pct': np.float32(24.897303)}, {'param_index': np.int64(2), 'original': np.float32(0.475), 'optimized': np.float32(0.38398367), 'change_pct': np.float32(-19.161331)}, {'param_index': np.int64(1), 'original': np.float32(0.30985916), 'optimized': np.float32(0.21329793), 'change_pct': np.float32(-31.162941)}, {'param_index': np.int64(5), 'original': np.float32(0.2967033), 'optimized': np.float32(0.21467793), 'change_pct': np.float32(-27.645592)}]","[6, 0, 2, 1, 5]"
3633,success,[137.  277.   47.5],[161.13 302.42  47.29],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.0778863), 'change_pct': np.float32(419.2419)}, {'param_index': np.int64(0), 'original': np.float32(0.004719764), 'optimized': np.float32(0.08290895), 'change_pct': np.float32(1656.6334)}, {'param_index': np.int64(5), 'original': np.float32(0.8791208), 'optimized': np.float32(0.95357144), 'change_pct': np.float32(8.468758)}, {'param_index': np.int64(1), 'original': np.float32(0.0028169015), 'optimized': np.float32(0.09955365), 'change_pct': np.float32(3434.1545)}, {'param_index': np.int64(12), 'original': np.float32(0.9477911), 'optimized': np.float32(0.8933753), 'change_pct': np.float32(-5.7413306)}]","[2, 0, 5, 1, 12]"
3645,success,[139.  277.   50.5],[160.23 324.34  45.38],"[{'param_index': np.int64(2), 'original': np.float32(0.03), 'optimized': np.float32(0.119742304), 'change_pct': np.float32(299.14102)}, {'param_index': np.int64(0), 'original': np.float32(0.003539823), 'optimized': np.float32(0.10096901), 'change_pct': np.float32(2752.3745)}, {'param_index': np.int64(5), 'original': np.float32(0.73626375), 'optimized': np.float32(0.64650387), 'change_pct': np.float32(-12.191268)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.057777867), 'change_pct': np.float32(4002.2285)}, {'param_index': np.int64(12), 'original': np.float32(0.95180726), 'optimized': np.float32(0.8550428), 'change_pct': np.float32(-10.166391)}]","[2, 0, 5, 1, 12]"
3649,success,[443. 539.  22.],[434.99  556.35   29.925],"[{'param_index': np.int64(6), 'original': np.float32(0.6909091), 'optimized': np.float32(0.5976633), 'change_pct': np.float32(-13.496104)}, {'param_index': np.int64(0), 'original': np.float32(0.39233038), 'optimized': np.float32(0.4848625), 'change_pct': np.float32(23.585257)}, {'param_index': np.int64(2), 'original': np.float32(0.475), 'optimized': np.float32(0.5696275), 'change_pct': np.float32(19.921585)}, {'param_index': np.int64(1), 'original': np.float32(0.29577464), 'optimized': np.float32(0.20185855), 'change_pct': np.float32(-31.752583)}, {'param_index': np.int64(5), 'original': np.float32(0.30769232), 'optimized': np.float32(0.21581733), 'change_pct': np.float32(-29.85937)}]","[6, 0, 2, 1, 5]"
3656,success,[135.  276.   49.5],[161.96  302.98   47.585],"[{'param_index': np.int64(2), 'original': np.float32(0.005000001), 'optimized': np.float32(0.072402366), 'change_pct': np.float32(1348.0471)}, {'param_index': np.int64(0), 'original': np.float32(0.0053097345), 'optimized': np.float32(0.10169659), 'change_pct': np.float32(1815.2856)}, {'param_index': np.int64(5), 'original': np.float32(0.82417583), 'optimized': np.float32(0.7288211), 'change_pct': np.float32(-11.569708)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.053268943), 'change_pct': np.float32(3682.095)}, {'param_index': np.int64(12), 'original': np.float32(0.939759), 'optimized': np.float32(0.85120755), 'change_pct': np.float32(-9.422784)}]","[2, 0, 5, 1, 12]"
3661,success,[514.  890.   18.5],[439.92  697.32   27.505],"[{'param_index': np.int64(2), 'original': np.float32(0.935), 'optimized': np.float32(0.8842772), 'change_pct': np.float32(-5.424896)}, {'param_index': np.int64(0), 'original': np.float32(0.68731564), 'optimized': np.float32(0.75764304), 'change_pct': np.float32(10.232184)}, {'param_index': np.int64(1), 'original': np.float32(0.52112675), 'optimized': np.float32(0.43677366), 'change_pct': np.float32(-16.186674)}, {'param_index': np.int64(3), 'original': np.float32(0.24719104), 'optimized': np.float32(0.1509581), 'change_pct': np.float32(-38.93059)}, {'param_index': np.int64(5), 'original': np.float32(0.043956045), 'optimized': np.float32(0.023682756), 'change_pct': np.float32(-46.12173)}]","[2, 0, 1, 3, 5]"
3663,success,[157. 275.  48.],[164.94  322.01   45.665],"[{'param_index': np.int64(2), 'original': np.float32(0.03), 'optimized': np.float32(0.12509526), 'change_pct': np.float32(316.98422)}, {'param_index': np.int64(0), 'original': np.float32(0.004719764), 'optimized': np.float32(0.0044139386), 'change_pct': np.float32(-6.4796753)}, {'param_index': np.int64(5), 'original': np.float32(0.8351648), 'optimized': np.float32(0.759938), 'change_pct': np.float32(-9.007418)}, {'param_index': np.int64(1), 'original': np.float32(0.0), 'optimized': np.float32(0.02928688), 'change_pct': np.float32(inf)}, {'param_index': np.int64(12), 'original': np.float32(0.9196787), 'optimized': np.float32(0.8865908), 'change_pct': np.float32(-3.5977683)}]","[2, 0, 5, 1, 12]"
3672,success,[140.  276.   47.5],[159.88  323.95   46.875],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.096193425), 'change_pct': np.float32(861.93427)}, {'param_index': np.int64(0), 'original': np.float32(0.004129794), 'optimized': np.float32(0.041073244), 'change_pct': np.float32(894.5592)}, {'param_index': np.int64(5), 'original': np.float32(0.8131868), 'optimized': np.float32(0.7283556), 'change_pct': np.float32(-10.431949)}, {'param_index': np.int64(1), 'original': np.float32(0.0028169015), 'optimized': np.float32(0.0814308), 'change_pct': np.float32(2790.7932)}, {'param_index': np.int64(12), 'original': np.float32(0.93574286), 'optimized': np.float32(0.87682563), 'change_pct': np.float32(-6.296305)}]","[2, 0, 5, 1, 12]"
3673,success,[135.  276.   46.5],[161.41  325.39   45.875],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.09878822), 'change_pct': np.float32(558.588)}, {'param_index': np.int64(0), 'original': np.float32(0.0053097345), 'optimized': np.float32(0.04365064), 'change_pct': np.float32(722.087)}, {'param_index': np.int64(5), 'original': np.float32(0.8791208), 'optimized': np.float32(0.7856371), 'change_pct': np.float32(-10.633777)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.06948705), 'change_pct': np.float32(4833.5806)}, {'param_index': np.int64(12), 'original': np.float32(0.9477911), 'optimized': np.float32(0.87836426), 'change_pct': np.float32(-7.3251204)}]","[2, 0, 5, 1, 12]"
3679,success,[436.  802.   18.5],[434.28  694.16   28.285],"[{'param_index': np.int64(2), 'original': np.float32(0.90000004), 'optimized': np.float32(0.82970023), 'change_pct': np.float32(-7.811089)}, {'param_index': np.int64(0), 'original': np.float32(0.71681416), 'optimized': np.float32(0.76549375), 'change_pct': np.float32(6.791104)}, {'param_index': np.int64(1), 'original': np.float32(0.53521127), 'optimized': np.float32(0.48166892), 'change_pct': np.float32(-10.003964)}, {'param_index': np.int64(3), 'original': np.float32(0.258427), 'optimized': np.float32(0.16188893), 'change_pct': np.float32(-37.35603)}, {'param_index': np.int64(5), 'original': np.float32(0.043956045), 'optimized': np.float32(0.10513973), 'change_pct': np.float32(139.19289)}]","[2, 0, 1, 3, 5]"
3681,success,[463.  815.   20.5],[471.69       696.24        27.96833333],"[{'param_index': np.int64(2), 'original': np.float32(0.89000005), 'optimized': np.float32(0.8240645), 'change_pct': np.float32(-7.4084888)}, {'param_index': np.int64(0), 'original': np.float32(0.7227139), 'optimized': np.float32(0.7533182), 'change_pct': np.float32(4.2346363)}, {'param_index': np.int64(1), 'original': np.float32(0.52112675), 'optimized': np.float32(0.5487739), 'change_pct': np.float32(5.3052616)}, {'param_index': np.int64(3), 'original': np.float32(0.23595506), 'optimized': np.float32(0.13820225), 'change_pct': np.float32(-41.428574)}, {'param_index': np.int64(5), 'original': np.float32(0.06593406), 'optimized': np.float32(0.0062425626), 'change_pct': np.float32(-90.53211)}]","[2, 0, 1, 3, 5]"
3693,success,[138. 275.  49.],[168.67 321.63  46.94],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.112500004), 'change_pct': np.float32(649.9999)}, {'param_index': np.int64(0), 'original': np.float32(0.004719764), 'optimized': np.float32(0.0), 'change_pct': np.float32(-100.0)}, {'param_index': np.int64(5), 'original': np.float32(0.7692308), 'optimized': np.float32(0.8681319), 'change_pct': np.float32(12.857142)}, {'param_index': np.int64(1), 'original': np.float32(0.0028169015), 'optimized': np.float32(0.1028169), 'change_pct': np.float32(3550.0)}, {'param_index': np.int64(12), 'original': np.float32(0.9196787), 'optimized': np.float32(0.8640411), 'change_pct': np.float32(-6.049678)}]","[2, 0, 5, 1, 12]"
3703,success,[488. 595.  18.],[499.77 591.82  26.85],"[{'param_index': np.int64(6), 'original': np.float32(0.7272727), 'optimized': np.float32(0.646769), 'change_pct': np.float32(-11.06926)}, {'param_index': np.int64(2), 'original': np.float32(0.47), 'optimized': np.float32(0.5596063), 'change_pct': np.float32(19.065172)}, {'param_index': np.int64(0), 'original': np.float32(0.4277286), 'optimized': np.float32(0.33289734), 'change_pct': np.float32(-22.170895)}, {'param_index': np.int64(1), 'original': np.float32(0.25352114), 'optimized': np.float32(0.17512716), 'change_pct': np.float32(-30.922068)}, {'param_index': np.int64(5), 'original': np.float32(0.3296703), 'optimized': np.float32(0.23405042), 'change_pct': np.float32(-29.004702)}]","[6, 2, 0, 1, 5]"
3716,success,[134.  276.   49.5],[159.01 325.95  46.38],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.10066754), 'change_pct': np.float32(571.1169)}, {'param_index': np.int64(0), 'original': np.float32(0.004129794), 'optimized': np.float32(0.041073244), 'change_pct': np.float32(894.5592)}, {'param_index': np.int64(5), 'original': np.float32(0.68131864), 'optimized': np.float32(0.5964874), 'change_pct': np.float32(-12.451037)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.08031531), 'change_pct': np.float32(5602.3867)}, {'param_index': np.int64(12), 'original': np.float32(0.93574286), 'optimized': np.float32(0.87682563), 'change_pct': np.float32(-6.296305)}]","[2, 0, 5, 1, 12]"
3754,success,[133.  275.   46.5],[161.18  324.72   45.825],"[{'param_index': np.int64(2), 'original': np.float32(0.025), 'optimized': np.float32(0.10756939), 'change_pct': np.float32(330.27756)}, {'param_index': np.int64(0), 'original': np.float32(0.005899705), 'optimized': np.float32(0.043897953), 'change_pct': np.float32(644.0703)}, {'param_index': np.int64(5), 'original': np.float32(0.79120874), 'optimized': np.float32(0.697725), 'change_pct': np.float32(-11.815308)}, {'param_index': np.int64(1), 'original': np.float32(0.0042253523), 'optimized': np.float32(0.07141724), 'change_pct': np.float32(1590.208)}, {'param_index': np.int64(12), 'original': np.float32(0.92369485), 'optimized': np.float32(0.8591946), 'change_pct': np.float32(-6.982855)}]","[2, 0, 5, 1, 12]"
3758,success,[134.  275.   48.5],[160.85 325.97  46.  ],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.104946494), 'change_pct': np.float32(599.6432)}, {'param_index': np.int64(0), 'original': np.float32(0.003539823), 'optimized': np.float32(0.079884015), 'change_pct': np.float32(2156.7234)}, {'param_index': np.int64(5), 'original': np.float32(0.80219775), 'optimized': np.float32(0.7538017), 'change_pct': np.float32(-6.0329328)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.096204855), 'change_pct': np.float32(6730.5444)}, {'param_index': np.int64(12), 'original': np.float32(0.92369485), 'optimized': np.float32(0.8639875), 'change_pct': np.float32(-6.4639688)}]","[2, 0, 5, 1, 12]"
3771,success,[133. 283.  50.],[160.27 325.93  47.65],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.096193425), 'change_pct': np.float32(861.93427)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.040602487), 'change_pct': np.float32(1276.4243)}, {'param_index': np.int64(5), 'original': np.float32(0.8351648), 'optimized': np.float32(0.75033355), 'change_pct': np.float32(-10.157425)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.08031531), 'change_pct': np.float32(5602.3867)}, {'param_index': np.int64(12), 'original': np.float32(0.93574286), 'optimized': np.float32(0.87682563), 'change_pct': np.float32(-6.296305)}]","[2, 0, 5, 1, 12]"
3793,success,[158. 274.  49.],[179.16 304.04  46.92],"[{'param_index': np.int64(2), 'original': np.float32(0.03), 'optimized': np.float32(0.11408988), 'change_pct': np.float32(280.2996)}, {'param_index': np.int64(0), 'original': np.float32(0.003539823), 'optimized': np.float32(0.040837865), 'change_pct': np.float32(1053.6697)}, {'param_index': np.int64(5), 'original': np.float32(0.85714287), 'optimized': np.float32(0.7723116), 'change_pct': np.float32(-9.896978)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.08031531), 'change_pct': np.float32(5602.3867)}, {'param_index': np.int64(12), 'original': np.float32(0.9678714), 'optimized': np.float32(0.9006597), 'change_pct': np.float32(-6.9442844)}]","[2, 0, 5, 1, 12]"
3796,success,[134.  276.   44.5],[162.84  307.64   45.575],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.074424684), 'change_pct': np.float32(644.2469)}, {'param_index': np.int64(0), 'original': np.float32(0.0064896755), 'optimized': np.float32(0.0843262), 'change_pct': np.float32(1199.3901)}, {'param_index': np.int64(5), 'original': np.float32(0.7692308), 'optimized': np.float32(0.8436814), 'change_pct': np.float32(9.678579)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.098189905), 'change_pct': np.float32(6871.483)}, {'param_index': np.int64(12), 'original': np.float32(0.9277108), 'optimized': np.float32(0.8795886), 'change_pct': np.float32(-5.1871953)}]","[2, 0, 5, 1, 12]"
3798,success,[133.  282.   47.5],[161.17  326.81   46.775],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.11012993), 'change_pct': np.float32(634.1994)}, {'param_index': np.int64(0), 'original': np.float32(0.0053097345), 'optimized': np.float32(0.10339731), 'change_pct': np.float32(1847.3162)}, {'param_index': np.int64(5), 'original': np.float32(0.85714287), 'optimized': np.float32(0.7605703), 'change_pct': np.float32(-11.266801)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.06776082), 'change_pct': np.float32(4711.018)}, {'param_index': np.int64(12), 'original': np.float32(0.9156625), 'optimized': np.float32(0.8813434), 'change_pct': np.float32(-3.7480078)}]","[2, 0, 5, 1, 12]"
3814,success,[133.  280.   45.5],[181.83  325.83   45.795],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.09528533), 'change_pct': np.float32(852.8534)}, {'param_index': np.int64(0), 'original': np.float32(0.0053097345), 'optimized': np.float32(0.06089352), 'change_pct': np.float32(1046.828)}, {'param_index': np.int64(5), 'original': np.float32(0.84615386), 'optimized': np.float32(0.7473912), 'change_pct': np.float32(-11.671947)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.10123074), 'change_pct': np.float32(7087.3823)}, {'param_index': np.int64(12), 'original': np.float32(0.939759), 'optimized': np.float32(0.88710606), 'change_pct': np.float32(-5.6028147)}]","[2, 0, 5, 1, 12]"
3816,success,[465. 820.  20.],[467.11  731.98   27.195],"[{'param_index': np.int64(2), 'original': np.float32(0.89500004), 'optimized': np.float32(0.84469944), 'change_pct': np.float32(-5.620178)}, {'param_index': np.int64(0), 'original': np.float32(0.7522124), 'optimized': np.float32(0.82407165), 'change_pct': np.float32(9.553052)}, {'param_index': np.int64(1), 'original': np.float32(0.53521127), 'optimized': np.float32(0.54873973), 'change_pct': np.float32(2.527687)}, {'param_index': np.int64(3), 'original': np.float32(0.258427), 'optimized': np.float32(0.16149484), 'change_pct': np.float32(-37.508526)}, {'param_index': np.int64(5), 'original': np.float32(0.06593406), 'optimized': np.float32(0.0042763716), 'change_pct': np.float32(-93.51417)}]","[2, 0, 1, 3, 5]"
