sample_id,status,original_performance,optimized_performance,param_changes,top_params_index,top_paras
3486,success,"[132.0, 281.0, 45.0]","[136.06, 285.66, 47.3]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.05999999865889549, 'change_pct': -25.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0017999999690800905, 'opt_val': 0.0005000000237487257, 'change_pct': -72.22221493721008}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07599999755620956, 'opt_val': 0.07437137514352798, 'change_pct': -2.1429242566227913}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0020000000949949026, 'opt_val': 0.01340373046696186, 'change_pct': 570.1864719390869}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 738.0, 'opt_val': 740.1962890625, 'change_pct': 0.2976001473143697}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3540,success,"[451.0, 557.0, 21.5]","[409.15, 547.82, 22.545]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0099999904632568, 'opt_val': 0.8149999976158142, 'change_pct': -19.306930899620056}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.06599999964237213, 'opt_val': 0.08097289502620697, 'change_pct': 22.686205804347992}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.0430000014603138, 'opt_val': 0.039449166506528854, 'change_pct': -8.257755637168884}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.2199999988079071, 'opt_val': 0.29099997878074646, 'change_pct': 32.272717356681824}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.027000000700354576, 'opt_val': 0.025860954076051712, 'change_pct': -4.21869121491909}]","[2, 0, 6, 1, 5]","['锰', '碳', '铌', '硅', '钛']"
3543,success,"[518.0, 588.0, 19.0]","[459.71, 564.45, 23.17]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.9900000095367432, 'opt_val': 1.184999942779541, 'change_pct': 19.69696283340454}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.03999999910593033, 'opt_val': 0.03449999541044235, 'change_pct': -13.75000923871994}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0729999989271164, 'opt_val': 0.06625360995531082, 'change_pct': -9.241628646850586}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.1899999976158142, 'opt_val': 0.16944991052150726, 'change_pct': -10.815835744142532}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 598.0, 'opt_val': 582.3433227539062, 'change_pct': -2.618173509836197}]","[2, 6, 0, 1, 12]","['锰', '铌', '碳', '硅', '卷取温度平均值']"
3556,fail,[488. 576.  21.],,,"[2, 6, 0, 1, 12]","['锰', '铌', '碳', '硅', '卷取温度平均值']"
3580,success,"[130.0, 267.0, 49.5]","[146.69, 294.8, 48.18]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.19440968334674835, 'change_pct': 143.01210641860962}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0005000000237487257, 'change_pct': -50.0}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0729999989271164, 'opt_val': 0.06806903332471848, 'change_pct': -6.754747778177261}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0020000000949949026, 'opt_val': 0.039900388568639755, 'change_pct': 1895.0193405151367}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 740.0, 'opt_val': 728.827392578125, 'change_pct': -1.5098118223249912}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3595,success,"[136.0, 274.0, 48.0]","[152.4, 280.16, 48.145]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.1875, 'change_pct': 134.375}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0007999999797903001, 'opt_val': 0.007518472615629435, 'change_pct': 839.8091316223145}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0689999982714653, 'opt_val': 0.06963738799095154, 'change_pct': 0.9237532503902912}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.015194250270724297, 'change_pct': 1419.4249153137207}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 742.0, 'opt_val': 744.580078125, 'change_pct': 0.3477194346487522}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3599,success,"[133.0, 283.0, 47.5]","[135.75, 283.32, 50.365]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.05999999865889549, 'change_pct': -33.33333730697632}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0005000000237487257, 'change_pct': -50.0}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07500000298023224, 'opt_val': 0.08147532492876053, 'change_pct': 8.63376259803772}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 740.0, 'opt_val': 744.2463989257812, 'change_pct': 0.573837710544467}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3621,success,"[131.0, 288.0, 46.5]","[137.75, 288.19, 46.53]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.10999999940395355, 'opt_val': 0.05999999865889549, 'change_pct': -45.45454680919647}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0005000000237487257, 'change_pct': -50.0}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07500000298023224, 'opt_val': 0.08410000801086426, 'change_pct': 12.133339792490005}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.03700000047683716, 'change_pct': 3600.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 743.0, 'opt_val': 749.0, 'change_pct': 0.8075370453298092}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3623,success,"[435.0, 799.0, 22.0]","[441.19, 691.74, 26.245]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.8799999952316284, 'opt_val': 1.8764796257019043, 'change_pct': -0.18725369591265917}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.12300000339746475, 'opt_val': 0.12597325444221497, 'change_pct': 2.4172771722078323}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.3799999952316284, 'opt_val': 0.4386371374130249, 'change_pct': 15.43082743883133}, {'param_idx': 3, 'param_name': '化学元素含量过程的磷', 'ori_val': 0.02500000223517418, 'opt_val': 0.019306456670165062, 'change_pct': -22.77418076992035}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.004000000189989805, 'opt_val': 0.0029776052106171846, 'change_pct': -25.55987238883972}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
3625,success,"[133.0, 283.0, 47.5]","[143.0, 289.33, 47.15]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.05999999865889549, 'change_pct': -25.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0005000000237487257, 'change_pct': -50.0}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0729999989271164, 'opt_val': 0.07115523517131805, 'change_pct': -2.527073584496975}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0, 'opt_val': 0.015856456011533737, 'change_pct': inf}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 732.0, 'opt_val': 712.3500366210938, 'change_pct': -2.6844212785363197}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3626,success,"[453.0, 549.0, 22.0]","[429.87, 541.61, 27.645]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0099999904632568, 'opt_val': 0.8149999976158142, 'change_pct': -19.306930899620056}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.06599999964237213, 'opt_val': 0.07178327441215515, 'change_pct': 8.762537688016891}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.0430000014603138, 'opt_val': 0.04850000515580177, 'change_pct': 12.790705263614655}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.2199999988079071, 'opt_val': 0.14900000393390656, 'change_pct': -32.27272629737854}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.027000000700354576, 'opt_val': 0.02190360799431801, 'change_pct': -18.875527381896973}]","[2, 0, 6, 1, 5]","['锰', '碳', '铌', '硅', '钛']"
3633,success,"[137.0, 277.0, 47.5]","[138.89, 282.73, 47.41]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.1271345168352127, 'change_pct': 41.26056730747223}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0013000000035390258, 'opt_val': 0.0005000000237487257, 'change_pct': -61.5384578704834}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07999999821186066, 'opt_val': 0.07317567616701126, 'change_pct': -8.530402928590775}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0020000000949949026, 'opt_val': 0.011170342564582825, 'change_pct': 458.51707458496094}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 743.0, 'opt_val': 732.6591186523438, 'change_pct': -1.3917740434408188}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3645,success,"[139.0, 277.0, 50.5]","[155.8, 285.84, 46.07]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.11999999731779099, 'opt_val': 0.12279768288135529, 'change_pct': 2.331404760479927}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.003909577615559101, 'change_pct': 255.4161548614502}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.06700000166893005, 'opt_val': 0.07610000669956207, 'change_pct': 13.582096993923187}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 744.0, 'opt_val': 749.0, 'change_pct': 0.6720430217683315}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3649,success,"[443.0, 539.0, 22.0]","[453.33, 561.27, 26.19]","[{'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.06700000166893005, 'opt_val': 0.0815415233373642, 'change_pct': 21.7037633061409}, {'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0099999904632568, 'opt_val': 1.076716661453247, 'change_pct': 6.6056109964847565}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.03799999877810478, 'opt_val': 0.04350000247359276, 'change_pct': 14.473694562911987}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.20999999344348907, 'opt_val': 0.13899999856948853, 'change_pct': -33.80952179431915}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.02800000086426735, 'opt_val': 0.018900001421570778, 'change_pct': -32.499995827674866}]","[0, 2, 6, 1, 5]","['碳', '锰', '铌', '硅', '钛']"
3656,success,"[135.0, 276.0, 49.5]","[152.96, 284.02, 47.84]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07000000029802322, 'opt_val': 0.14482684433460236, 'change_pct': 106.89549446105957}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0014000000664964318, 'opt_val': 0.015735303983092308, 'change_pct': 1023.9501953125}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07500000298023224, 'opt_val': 0.07858302444219589, 'change_pct': 4.777361825108528}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.03524497523903847, 'change_pct': 3424.497604370117}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 741.0, 'opt_val': 747.4284057617188, 'change_pct': 0.867531169205904}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3661,success,"[514.0, 890.0, 18.5]","[468.79, 671.65, 26.27]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.9299999475479126, 'opt_val': 1.9087879657745361, 'change_pct': -1.099066436290741}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.11699999868869781, 'opt_val': 0.11247629672288895, 'change_pct': -3.866412118077278}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.3699999749660492, 'opt_val': 0.31824371218681335, 'change_pct': -13.988180458545685}, {'param_idx': 3, 'param_name': '化学元素含量过程的磷', 'ori_val': 0.02500000223517418, 'opt_val': 0.020717628300189972, 'change_pct': -17.12949424982071}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.004000000189989805, 'opt_val': 0.0009595232550054789, 'change_pct': -76.01191997528076}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
3663,success,"[157.0, 275.0, 48.0]","[163.53, 295.11, 46.515]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.11999999731779099, 'opt_val': 0.07518775016069412, 'change_pct': -37.34354078769684}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0013000000035390258, 'opt_val': 0.0005000000237487257, 'change_pct': -61.5384578704834}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07599999755620956, 'opt_val': 0.07156483083963394, 'change_pct': -5.835745856165886}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0, 'opt_val': 0.0, 'change_pct': nan}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 736.0, 'opt_val': 728.4561157226562, 'change_pct': -1.0249842889606953}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3672,success,"[140.0, 276.0, 47.5]","[139.46, 278.45, 48.315]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.05999999865889549, 'change_pct': -25.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0012000000569969416, 'opt_val': 0.0005000000237487257, 'change_pct': -58.33333134651184}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07400000095367432, 'opt_val': 0.0649000033736229, 'change_pct': -12.297293543815613}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0020000000949949026, 'opt_val': 0.032113008201122284, 'change_pct': 1505.6503295898438}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 740.0, 'opt_val': 738.6187744140625, 'change_pct': -0.1866521080955863}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3673,success,"[135.0, 276.0, 46.5]","[136.98, 282.08, 46.91]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.20585551857948303, 'change_pct': 128.7283420562744}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0014000000664964318, 'opt_val': 0.001855208887718618, 'change_pct': 32.514914870262146}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07999999821186066, 'opt_val': 0.07089999318122864, 'change_pct': -11.375006288290024}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.035999998450279236, 'change_pct': 3500.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 743.0, 'opt_val': 739.4178466796875, 'change_pct': -0.4821202252060175}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3679,success,"[436.0, 802.0, 18.5]","[423.04, 691.51, 27.725]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.8600000143051147, 'opt_val': 1.8076125383377075, 'change_pct': -2.8165308758616447}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.12200000137090683, 'opt_val': 0.12050368636846542, 'change_pct': -1.2264876626431942}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.3799999952316284, 'opt_val': 0.3089999854564667, 'change_pct': -18.684212863445282}, {'param_idx': 3, 'param_name': '化学元素含量过程的磷', 'ori_val': 0.026000000536441803, 'opt_val': 0.02009008452296257, 'change_pct': -22.730445861816406}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.004000000189989805, 'opt_val': 0.0015566068468615413, 'change_pct': -61.08482480049133}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
3681,success,"[463.0, 815.0, 20.5]","[470.7, 699.87, 27.06]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.840000033378601, 'opt_val': 1.6889450550079346, 'change_pct': -8.209509402513504}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.12300000339746475, 'opt_val': 0.13629229366779327, 'change_pct': 10.806740075349808}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.3699999749660492, 'opt_val': 0.3680384159088135, 'change_pct': -0.5301511380821466}, {'param_idx': 3, 'param_name': '化学元素含量过程的磷', 'ori_val': 0.023999998345971107, 'opt_val': 0.017057958990335464, 'change_pct': -28.92516553401947}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.005999999586492777, 'opt_val': 0.013549999333918095, 'change_pct': 125.83333253860474}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
3693,success,"[138.0, 275.0, 49.0]","[153.84, 278.03, 48.105]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.05999999865889549, 'change_pct': -33.33333730697632}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0013000000035390258, 'opt_val': 0.010075000114738941, 'change_pct': 675.0000476837158}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07000000029802322, 'opt_val': 0.06940807402133942, 'change_pct': -0.8456089533865452}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0020000000949949026, 'opt_val': 0.0050987484864890575, 'change_pct': 154.93741035461426}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 736.0, 'opt_val': 744.6825561523438, 'change_pct': 1.1796951293945312}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3703,success,"[488.0, 595.0, 18.0]","[502.1, 609.49, 24.02]","[{'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.03999999910593033, 'opt_val': 0.044405389577150345, 'change_pct': 11.013476550579071}, {'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0, 'opt_val': 0.9879245758056641, 'change_pct': -1.2075424194335938}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0729999989271164, 'opt_val': 0.08974999189376831, 'change_pct': 22.94519692659378}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.18000000715255737, 'opt_val': 0.2195865362882614, 'change_pct': 21.99251502752304}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.029999999329447746, 'opt_val': 0.020899999886751175, 'change_pct': -30.33333122730255}]","[6, 2, 0, 1, 5]","['铌', '锰', '碳', '硅', '钛']"
3716,success,"[134.0, 276.0, 49.5]","[151.49, 285.33, 47.84]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.17906233668327332, 'change_pct': 98.95814657211304}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0012000000569969416, 'opt_val': 0.009925000369548798, 'change_pct': 727.0833492279053}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.06199999898672104, 'opt_val': 0.05950469896197319, 'change_pct': -4.024677351117134}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.012996865436434746, 'change_pct': 1199.6864318847656}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 740.0, 'opt_val': 749.0, 'change_pct': 1.2162161991000175}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3754,success,"[133.0, 275.0, 46.5]","[154.33, 282.77, 46.65]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.10999999940395355, 'opt_val': 0.05999999865889549, 'change_pct': -45.45454680919647}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.001500000013038516, 'opt_val': 0.0032682393211871386, 'change_pct': 117.88262128829956}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07199999690055847, 'opt_val': 0.06808378547430038, 'change_pct': -5.439182743430138}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.003000000026077032, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 737.0, 'opt_val': 745.0084838867188, 'change_pct': 1.086632814258337}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3758,success,"[134.0, 275.0, 48.5]","[138.18, 285.47, 47.115]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.11468349397182465, 'change_pct': 27.42609977722168}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.0005000000237487257, 'change_pct': -54.54545021057129}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0729999989271164, 'opt_val': 0.07898389548063278, 'change_pct': 8.19711834192276}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.03700000047683716, 'change_pct': 3600.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 737.0, 'opt_val': 738.927734375, 'change_pct': 0.26156504172831774}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3771,success,"[133.0, 283.0, 50.0]","[143.47, 292.15, 48.79]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.05999999865889549, 'change_pct': -25.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0005000000237487257, 'change_pct': -50.0}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07599999755620956, 'opt_val': 0.08339639753103256, 'change_pct': 9.7321055829525}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.009582635946571827, 'change_pct': 858.2634925842285}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 740.0, 'opt_val': 724.3499755859375, 'change_pct': -2.1148681640625}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3793,success,"[158.0, 274.0, 49.0]","[177.29, 288.22, 47.475]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.11999999731779099, 'opt_val': 0.05999999865889549, 'change_pct': -50.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.009775000624358654, 'change_pct': 788.6364459991455}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07800000160932541, 'opt_val': 0.07941111922264099, 'change_pct': 1.8091250211000443}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 748.0, 'opt_val': 736.3499755859375, 'change_pct': -1.5574898570775986}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3796,success,"[134.0, 276.0, 44.5]","[157.93, 294.6, 45.38]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.0730811059474945, 'change_pct': -8.648615330457687}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0015999999595806003, 'opt_val': 0.009612086229026318, 'change_pct': 500.7554054260254}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07000000029802322, 'opt_val': 0.06927905976772308, 'change_pct': -1.0299150831997395}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.03700000047683716, 'change_pct': 3600.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 738.0, 'opt_val': 721.3499755859375, 'change_pct': -2.2561008110642433}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3798,success,"[133.0, 282.0, 47.5]","[141.14, 295.25, 47.405]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.1463305652141571, 'change_pct': 62.589508295059204}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0014000000664964318, 'opt_val': 0.0005000000237487257, 'change_pct': -64.28571343421936}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07800000160932541, 'opt_val': 0.08709999918937683, 'change_pct': 11.666662991046906}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.03700000047683716, 'change_pct': 3600.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 735.0, 'opt_val': 716.8499145507812, 'change_pct': -2.4693993851542473}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
