sample_id,status,original_performance,optimized_performance,param_changes,top_params_index,top_paras
198,success,"[467.0, 814.0, 21.0]","[488.08, 738.97, 25.85]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.850000023841858, 'opt_val': 1.9794737100601196, 'change_pct': 6.99857771396637}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.12800000607967377, 'opt_val': 0.13026508688926697, 'change_pct': 1.7695942893624306}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.3799999952316284, 'opt_val': 0.45100000500679016, 'change_pct': 18.684212863445282}, {'param_idx': 3, 'param_name': '化学元素含量过程的磷', 'ori_val': 0.026000000536441803, 'opt_val': 0.019808165729045868, 'change_pct': -23.814748227596283}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.005999999586492777, 'opt_val': 0.0, 'change_pct': -100.0}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
204,success,"[465.0, 568.0, 18.5]","[369.66, 523.08, 30.065]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.9800000190734863, 'opt_val': 1.069907784461975, 'change_pct': 9.17426124215126}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.03799999877810478, 'opt_val': 0.032499998807907104, 'change_pct': -14.473684132099152}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.07199999690055847, 'opt_val': 0.06933946907520294, 'change_pct': -3.695177659392357}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.20000000298023224, 'opt_val': 0.12928904592990875, 'change_pct': -35.35547852516174}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.03099999949336052, 'opt_val': 0.028729505836963654, 'change_pct': -7.324173301458359}]","[2, 6, 0, 1, 5]","['锰', '铌', '碳', '硅', '钛']"
208,success,"[143.0, 261.0, 49.0]","[166.07, 280.62, 47.205]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.1875, 'change_pct': 134.375}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0008999999845400453, 'opt_val': 0.007913566194474697, 'change_pct': 779.2851448059082}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0689999982714653, 'opt_val': 0.06278152018785477, 'change_pct': -9.012287110090256}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.017798110842704773, 'change_pct': 1679.810905456543}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 743.0, 'opt_val': 736.2647705078125, 'change_pct': -0.9064911864697933}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
238,success,"[137.0, 272.0, 50.0]","[152.55, 281.68, 47.91]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.12190619856119156, 'change_pct': 52.38274931907654}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0007999999797903001, 'opt_val': 0.009324999526143074, 'change_pct': 1065.625}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07400000095367432, 'opt_val': 0.08309999853372574, 'change_pct': 12.297293543815613}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 741.0, 'opt_val': 749.0, 'change_pct': 1.079622097313404}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
241,success,"[466.0, 570.0, 21.5]","[342.3, 547.0, 27.845]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0299999713897705, 'opt_val': 1.105372428894043, 'change_pct': 7.3177143931388855}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.03999999910593033, 'opt_val': 0.03449999541044235, 'change_pct': -13.75000923871994}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.07199999690055847, 'opt_val': 0.07129360735416412, 'change_pct': -0.9810966439545155}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.1899999976158142, 'opt_val': 0.11900000274181366, 'change_pct': -37.368419766426086}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.029999999329447746, 'opt_val': 0.020899999886751175, 'change_pct': -30.33333122730255}]","[2, 6, 0, 1, 5]","['锰', '铌', '碳', '硅', '钛']"
247,success,"[457.0, 562.0, 22.0]","[417.94, 539.6, 22.91]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0299999713897705, 'opt_val': 0.8349999785423279, 'change_pct': -18.93203854560852}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.0430000014603138, 'opt_val': 0.03750000149011612, 'change_pct': -12.790697813034058}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0689999982714653, 'opt_val': 0.07326488196849823, 'change_pct': 6.180990859866142}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.20999999344348907, 'opt_val': 0.13899999856948853, 'change_pct': -33.80952179431915}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 598.0, 'opt_val': 584.953857421875, 'change_pct': -2.181629277765751}]","[2, 6, 0, 1, 12]","['锰', '铌', '碳', '硅', '卷取温度平均值']"
262,success,"[134.0, 273.0, 49.5]","[149.37, 278.02, 49.4]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.05999999865889549, 'change_pct': -33.33333730697632}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.009775000624358654, 'change_pct': 788.6364459991455}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07699999958276749, 'opt_val': 0.0861000046133995, 'change_pct': 11.818188428878784}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 9.185771341435611e-05, 'change_pct': -90.81422686576843}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 741.0, 'opt_val': 745.35400390625, 'change_pct': 0.5875848699361086}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
295,success,"[132.0, 278.0, 48.0]","[134.62, 285.46, 48.53]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.10000000149011612, 'opt_val': 0.05999999865889549, 'change_pct': -40.00000357627869}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0005000000237487257, 'change_pct': -50.0}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.06300000101327896, 'opt_val': 0.05576657876372337, 'change_pct': -11.481622606515884}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.03540428355336189, 'change_pct': 3440.4285430908203}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 747.0, 'opt_val': 749.0, 'change_pct': 0.2677376149222255}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
321,success,"[139.0, 274.0, 50.5]","[136.79, 280.38, 48.73]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.06756599992513657, 'change_pct': -15.542498230934143}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0005000000237487257, 'change_pct': -50.0}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07699999958276749, 'opt_val': 0.06790000200271606, 'change_pct': -11.818178743124008}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.03700000047683716, 'change_pct': 3600.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 744.0, 'opt_val': 739.419921875, 'change_pct': -0.6156018935143948}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
322,success,"[130.0, 272.0, 48.0]","[156.46, 290.4, 46.235]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07000000029802322, 'opt_val': 0.05999999865889549, 'change_pct': -14.2857164144516}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0013000000035390258, 'opt_val': 0.0034572849981486797, 'change_pct': 165.94499349594116}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.06700000166893005, 'opt_val': 0.06692677736282349, 'change_pct': -0.10929000563919544}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.009332552552223206, 'change_pct': 833.2551956176758}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 741.0, 'opt_val': 725.8499755859375, 'change_pct': -2.044537663459778}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
335,success,"[130.0, 277.0, 47.5]","[148.43, 280.91, 47.925]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.05999999865889549, 'change_pct': -25.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.009175000712275505, 'change_pct': 734.0909957885742}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07599999755620956, 'opt_val': 0.0690213218331337, 'change_pct': -9.182468056678772}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.020833266898989677, 'change_pct': 1983.326530456543}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 739.0, 'opt_val': 746.9288940429688, 'change_pct': 1.0729220695793629}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
338,success,"[133.0, 275.0, 50.5]","[148.43, 281.36, 47.48]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.05999999865889549, 'change_pct': -33.33333730697632}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0074464669451117516, 'change_pct': 644.6466445922852}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07500000298023224, 'opt_val': 0.06856323033571243, 'change_pct': -8.582363277673721}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 742.0, 'opt_val': 733.4796752929688, 'change_pct': -1.1482917703688145}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
357,success,"[469.0, 576.0, 21.0]","[468.78, 564.07, 23.285]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.9800000190734863, 'opt_val': 1.1749999523162842, 'change_pct': 19.897952675819397}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.04100000113248825, 'opt_val': 0.03554554283618927, 'change_pct': -13.30355703830719}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.06800000369548798, 'opt_val': 0.06800000369548798, 'change_pct': 0.0}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.20000000298023224, 'opt_val': 0.1290000081062317, 'change_pct': -35.499995946884155}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 601.0, 'opt_val': 623.300048828125, 'change_pct': 3.7104908376932144}]","[2, 6, 0, 1, 12]","['锰', '铌', '碳', '硅', '卷取温度平均值']"
358,success,"[400.0, 679.0, 21.0]","[388.01, 662.38, 22.625]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.8799999952316284, 'opt_val': 1.9612815380096436, 'change_pct': 4.323486238718033}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.07199999690055847, 'opt_val': 0.08874999731779099, 'change_pct': 23.26389104127884}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.23999999463558197, 'opt_val': 0.30220869183540344, 'change_pct': 25.920289754867554}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 584.0, 'opt_val': 580.406982421875, 'change_pct': -0.6152427289634943}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.020999999716877937, 'opt_val': 0.023182854056358337, 'change_pct': 10.394544899463654}]","[2, 0, 1, 12, 5]","['锰', '碳', '硅', '卷取温度平均值', '钛']"
364,success,"[125.0, 283.0, 47.0]","[144.33, 284.12, 47.165]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.1464269608259201, 'change_pct': 83.03370475769043}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.006849086843430996, 'change_pct': 522.6442813873291}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07599999755620956, 'opt_val': 0.07519250363111496, 'change_pct': -1.0624920018017292}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.01175822876393795, 'change_pct': 1075.8228302001953}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 741.0, 'opt_val': 733.9380493164062, 'change_pct': -0.9530297480523586}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
419,success,"[131.0, 272.0, 49.0]","[146.37, 289.79, 48.025]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.1875, 'change_pct': 134.375}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.0005000000237487257, 'change_pct': -54.54545021057129}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07000000029802322, 'opt_val': 0.06590118259191513, 'change_pct': -5.855453759431839}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 736.0, 'opt_val': 718.3499755859375, 'change_pct': -2.3981010541319847}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
428,success,"[136.0, 277.0, 48.0]","[148.9, 291.44, 47.045]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.20250001549720764, 'change_pct': 125.00001192092896}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0013000000035390258, 'opt_val': 0.0005000000237487257, 'change_pct': -61.5384578704834}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0689999982714653, 'opt_val': 0.07314862310886383, 'change_pct': 6.012500077486038}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 736.0, 'opt_val': 718.3499755859375, 'change_pct': -2.3981010541319847}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
441,success,"[453.0, 812.0, 21.5]","[426.21, 752.84, 23.165]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.8799999952316284, 'opt_val': 1.87453293800354, 'change_pct': -0.29080091044306755}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.12800000607967377, 'opt_val': 0.11752098798751831, 'change_pct': -8.186732232570648}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.39000001549720764, 'opt_val': 0.3190000057220459, 'change_pct': -18.205130100250244}, {'param_idx': 3, 'param_name': '化学元素含量过程的磷', 'ori_val': 0.027000000700354576, 'opt_val': 0.0357000008225441, 'change_pct': 32.22222328186035}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0020000000949949026, 'opt_val': 0.0, 'change_pct': -100.0}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
443,success,"[449.0, 803.0, 21.5]","[437.04, 695.15, 26.905]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.8300000429153442, 'opt_val': 1.8801664113998413, 'change_pct': 2.741331607103348}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.11900001019239426, 'opt_val': 0.12399636209011078, 'change_pct': 4.1986145079135895}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.3799999952316284, 'opt_val': 0.3089999854564667, 'change_pct': -18.684212863445282}, {'param_idx': 3, 'param_name': '化学元素含量过程的磷', 'ori_val': 0.023000000044703484, 'opt_val': 0.014299999922513962, 'change_pct': -37.826088070869446}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.00800000037997961, 'opt_val': 0.011180813424289227, 'change_pct': 39.76016044616699}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
449,success,"[454.0, 557.0, 22.0]","[354.47, 550.44, 22.545]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0, 'opt_val': 0.950467586517334, 'change_pct': -4.953241348266602}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.03799999877810478, 'opt_val': 0.039229005575180054, 'change_pct': 3.234228491783142}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.06599999964237213, 'opt_val': 0.04924999922513962, 'change_pct': -25.378787517547607}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.1899999976158142, 'opt_val': 0.11900000274181366, 'change_pct': -37.368419766426086}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 600.0, 'opt_val': 622.2999877929688, 'change_pct': 3.7166647613048553}]","[2, 6, 0, 1, 12]","['锰', '铌', '碳', '硅', '卷取温度平均值']"
470,success,"[437.0, 807.0, 22.0]","[371.98, 641.73, 27.635]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.850000023841858, 'opt_val': 1.7034035921096802, 'change_pct': -7.92413130402565}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.11699999868869781, 'opt_val': 0.10141776502132416, 'change_pct': -13.318148255348206}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.39000001549720764, 'opt_val': 0.3871150612831116, 'change_pct': -0.7397318258881569}, {'param_idx': 3, 'param_name': '化学元素含量过程的磷', 'ori_val': 0.023000000044703484, 'opt_val': 0.014299999922513962, 'change_pct': -37.826088070869446}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.004000000189989805, 'opt_val': 0.005433422047644854, 'change_pct': 35.835543274879456}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
474,success,"[395.0, 620.0, 20.0]","[390.51, 670.79, 24.83]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.8300000429153442, 'opt_val': 2.009999990463257, 'change_pct': 9.836062788963318}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0729999989271164, 'opt_val': 0.0830329954624176, 'change_pct': 13.743831217288971}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.23000000417232513, 'opt_val': 0.3009999990463257, 'change_pct': 30.869561433792114}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 580.0, 'opt_val': 561.2305297851562, 'change_pct': -3.236115723848343}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.022999998182058334, 'opt_val': 0.021717488765716553, 'change_pct': -5.576128512620926}]","[2, 0, 1, 12, 5]","['锰', '碳', '硅', '卷取温度平均值', '钛']"
477,success,"[146.0, 277.0, 48.5]","[153.39, 287.83, 46.755]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.10000000149011612, 'opt_val': 0.09768788516521454, 'change_pct': -2.312116324901581}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0005000000237487257, 'change_pct': -50.0}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.06300000101327896, 'opt_val': 0.06007814034819603, 'change_pct': -4.6378739178180695}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 732.0, 'opt_val': 712.3500366210938, 'change_pct': -2.6844212785363197}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
490,success,"[132.0, 275.0, 48.5]","[152.89, 283.46, 46.01]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.1875, 'change_pct': 134.375}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0048900386318564415, 'change_pct': 389.0038251876831}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07599999755620956, 'opt_val': 0.08236026018857956, 'change_pct': 8.36876705288887}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.03700000047683716, 'change_pct': 3600.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 738.0, 'opt_val': 745.181640625, 'change_pct': 0.9731220081448555}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
514,success,"[133.0, 273.0, 48.5]","[151.86, 280.52, 48.385]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.1153259128332138, 'change_pct': 44.157394766807556}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0007999999797903001, 'opt_val': 0.012342771515250206, 'change_pct': 1442.8464889526367}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0689999982714653, 'opt_val': 0.06396212428808212, 'change_pct': -7.3012664914131165}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.01809585653245449, 'change_pct': 1709.5855712890625}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 742.0, 'opt_val': 733.3821411132812, 'change_pct': -1.1614365503191948}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
525,success,"[133.0, 285.0, 46.5]","[156.225, 290.755, 47.42]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.05999999865889549, 'change_pct': -25.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0013000000035390258, 'opt_val': 0.00668329605832696, 'change_pct': 414.09969329833984}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0689999982714653, 'opt_val': 0.07656770944595337, 'change_pct': 10.967697948217392}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 741.0, 'opt_val': 725.8499755859375, 'change_pct': -2.044537663459778}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
545,success,"[135.0, 277.0, 47.0]","[153.94, 278.03, 47.535]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.07421141862869263, 'change_pct': -17.542871832847595}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0012000000569969416, 'opt_val': 0.007950277999043465, 'change_pct': 562.5231742858887}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07400000095367432, 'opt_val': 0.08309999853372574, 'change_pct': 12.297293543815613}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0020000000949949026, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 742.0, 'opt_val': 740.1342163085938, 'change_pct': -0.251453323289752}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
555,success,"[134.0, 277.0, 47.5]","[139.558, 287.73, 46.47]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.09299378097057343, 'change_pct': 3.3264193683862686}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.0005000000237487257, 'change_pct': -54.54545021057129}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07400000095367432, 'opt_val': 0.08032044023275375, 'change_pct': 8.541133999824524}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.021724801510572433, 'change_pct': 2072.480010986328}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 740.0, 'opt_val': 724.4425048828125, 'change_pct': -2.1023642271757126}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
556,success,"[520.0, 858.0, 20.5]","[448.12, 736.1566666666668, 27.49]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.940000057220459, 'opt_val': 1.7450000047683716, 'change_pct': -10.051548480987549}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.12399999797344208, 'opt_val': 0.140749990940094, 'change_pct': 13.508059084415436}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.3799999952316284, 'opt_val': 0.3089999854564667, 'change_pct': -18.684212863445282}, {'param_idx': 3, 'param_name': '化学元素含量过程的磷', 'ori_val': 0.028999997302889824, 'opt_val': 0.020299997180700302, 'change_pct': -30.000004172325134}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0029999997932463884, 'opt_val': 0.004368688445538282, 'change_pct': 45.6229567527771}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
