sample_id,status,original_performance,optimized_performance,param_changes,top_params_index,top_params
3623,success,"[435.0, 799.0, 22.0]","[439.91, 688.51, 28.285]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.9100000262260437, 'optimized': 0.8200193643569946, 'change_pct': -9.887984275817871}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.7227138876914978, 'optimized': 0.8005041480064392, 'change_pct': 10.763631820678711}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.5352112650871277, 'optimized': 0.4704040288925171, 'change_pct': -12.108720779418945}, {'param_index': 3, 'param': '化学元素含量过程的磷', 'original': 0.24719104170799255, 'optimized': 0.15158501267433167, 'change_pct': -38.676979064941406}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.04395604506134987, 'optimized': 0.0020105086732655764, 'change_pct': -95.42608642578125}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
3625,success,"[133.0, 283.0, 47.5]","[163.59, 326.61, 45.425]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.09439762681722641, 'change_pct': 843.976318359375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0029498524963855743, 'optimized': 0.0426613874733448, 'change_pct': 1346.2210693359375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8021977543830872, 'optimized': 0.7087140083312988, 'change_pct': -11.653453826904297}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0, 'optimized': 0.06852195411920547, 'change_pct': inf}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9036145210266113, 'optimized': 0.8450919985771179, 'change_pct': -6.476491928100586}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3626,success,"[453.0, 549.0, 22.0]","[429.67, 539.7, 27.66]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.4749999940395355, 'optimized': 0.38398367166519165, 'change_pct': -19.161331176757812}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.38643065094947815, 'optimized': 0.48264145851135254, 'change_pct': 24.897302627563477}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.7818182110786438, 'optimized': 0.7039418816566467, 'change_pct': -9.960926055908203}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.30985915660858154, 'optimized': 0.21329793334007263, 'change_pct': -31.162940979003906}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.2967033088207245, 'optimized': 0.21467792987823486, 'change_pct': -27.645591735839844}]","[2, 0, 6, 1, 5]","['锰', '碳', '铌', '硅', '钛']"
3633,success,"[137.0, 277.0, 47.5]","[161.89, 327.01, 46.54]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.10969002544879913, 'change_pct': 631.2667236328125}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004719763994216919, 'optimized': 0.02784300036728382, 'change_pct': 489.923583984375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8791208267211914, 'optimized': 0.976781964302063, 'change_pct': 11.108955383300781}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0028169015422463417, 'optimized': 0.056356705725193024, 'change_pct': 1900.6629638671875}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9477910995483398, 'optimized': 0.8564779758453369, 'change_pct': -9.634308815002441}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3645,success,"[139.0, 277.0, 50.5]","[156.04, 288.63, 46.695]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.029999999329447746, 'optimized': 0.06086594983935356, 'change_pct': 102.88651275634766}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.003539822995662689, 'optimized': 0.09822728484869003, 'change_pct': 2674.9208984375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7362637519836426, 'optimized': 0.7205814719200134, 'change_pct': -2.129981279373169}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.09060201793909073, 'change_pct': 6332.7431640625}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.0, 'optimized': 0.08707607537508011, 'change_pct': inf}]","[2, 0, 5, 1, 6]","['锰', '碳', '钛', '硅', '铌']"
3649,success,"[443.0, 539.0, 22.0]","[434.99, 556.35, 29.925]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.4749999940395355, 'optimized': 0.5696275234222412, 'change_pct': 19.921585083007812}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.6909090876579285, 'optimized': 0.5976632833480835, 'change_pct': -13.49610424041748}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.3923303782939911, 'optimized': 0.4848625063896179, 'change_pct': 23.585256576538086}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.2957746386528015, 'optimized': 0.2018585503101349, 'change_pct': -31.752582550048828}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.3076923191547394, 'optimized': 0.21581733226776123, 'change_pct': -29.8593692779541}]","[2, 6, 0, 1, 5]","['锰', '铌', '碳', '硅', '钛']"
3656,success,"[135.0, 276.0, 49.5]","[162.88, 304.42, 47.705]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.005000000819563866, 'optimized': 0.08577261865139008, 'change_pct': 1615.4520263671875}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.005309734493494034, 'optimized': 0.03213716298341751, 'change_pct': 505.2498779296875}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8241758346557617, 'optimized': 0.9107465147972107, 'change_pct': 10.50390911102295}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.09932007640600204, 'change_pct': 6951.72509765625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9397590160369873, 'optimized': 0.8485769033432007, 'change_pct': -9.702712059020996}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3661,success,"[514.0, 890.0, 18.5]","[439.92, 697.32, 27.505]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.9350000023841858, 'optimized': 0.8842772245407104, 'change_pct': -5.424895763397217}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.6873156428337097, 'optimized': 0.7576430439949036, 'change_pct': 10.232184410095215}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.5211267471313477, 'optimized': 0.4367736577987671, 'change_pct': -16.186674118041992}, {'param_index': 3, 'param': '化学元素含量过程的磷', 'original': 0.24719104170799255, 'optimized': 0.1509581059217453, 'change_pct': -38.93059158325195}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.04395604506134987, 'optimized': 0.02368275634944439, 'change_pct': -46.12173080444336}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
3663,success,"[157.0, 275.0, 48.0]","[169.69, 321.93, 45.565]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.029999999329447746, 'optimized': 0.12321162968873978, 'change_pct': 310.7054138183594}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004719763994216919, 'optimized': 0.0016792116221040487, 'change_pct': -64.42169952392578}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8351647853851318, 'optimized': 0.8057902455329895, 'change_pct': -3.5172150135040283}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0, 'optimized': 0.0926293209195137, 'change_pct': inf}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9196786880493164, 'optimized': 0.8279203772544861, 'change_pct': -9.977213859558105}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3672,success,"[140.0, 276.0, 47.5]","[159.88, 323.95, 46.875]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.09619342535734177, 'change_pct': 861.9342651367188}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004129793960601091, 'optimized': 0.04107324406504631, 'change_pct': 894.5592041015625}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8131868243217468, 'optimized': 0.7283555865287781, 'change_pct': -10.4319486618042}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0028169015422463417, 'optimized': 0.08143080025911331, 'change_pct': 2790.793212890625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9357428550720215, 'optimized': 0.8780291676521301, 'change_pct': -6.167686939239502}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3673,success,"[135.0, 276.0, 46.5]","[161.41, 325.39, 45.875]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.09878821671009064, 'change_pct': 558.5880126953125}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.005309734493494034, 'optimized': 0.043650638312101364, 'change_pct': 722.0869750976562}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8791208267211914, 'optimized': 0.7856370806694031, 'change_pct': -10.633776664733887}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9477910995483398, 'optimized': 0.8802365660667419, 'change_pct': -7.1275763511657715}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3679,success,"[436.0, 802.0, 18.5]","[434.28, 694.16, 28.285]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.9000000357627869, 'optimized': 0.829700231552124, 'change_pct': -7.811089038848877}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.7168141603469849, 'optimized': 0.7654937505722046, 'change_pct': 6.791103839874268}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.5352112650871277, 'optimized': 0.4816689193248749, 'change_pct': -10.0039644241333}, {'param_index': 3, 'param': '化学元素含量过程的磷', 'original': 0.2584269940853119, 'optimized': 0.16188892722129822, 'change_pct': -37.35602951049805}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.04395604506134987, 'optimized': 0.10513973236083984, 'change_pct': 139.19288635253906}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
3681,success,"[463.0, 815.0, 20.5]","[471.69, 696.24, 27.96833333333333]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.89000004529953, 'optimized': 0.8240644931793213, 'change_pct': -7.408488750457764}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.7227138876914978, 'optimized': 0.753318190574646, 'change_pct': 4.234636306762695}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.5211267471313477, 'optimized': 0.5487738847732544, 'change_pct': 5.305261611938477}, {'param_index': 3, 'param': '化学元素含量过程的磷', 'original': 0.23595505952835083, 'optimized': 0.1382022500038147, 'change_pct': -41.42857360839844}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.06593406200408936, 'optimized': 0.006242562551051378, 'change_pct': -90.53211212158203}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
3693,success,"[138.0, 275.0, 49.0]","[160.95, 326.89, 46.7]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.08777788281440735, 'change_pct': 485.1858215332031}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004719763994216919, 'optimized': 0.10105583071708679, 'change_pct': 2041.120361328125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7692307829856873, 'optimized': 0.8667553663253784, 'change_pct': 12.67819595336914}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0028169015422463417, 'optimized': 0.0014441959792748094, 'change_pct': -48.73104476928711}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9196786880493164, 'optimized': 0.8496889472007751, 'change_pct': -7.610238552093506}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3703,success,"[488.0, 595.0, 18.0]","[499.77, 591.82, 26.85]","[{'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.7272726893424988, 'optimized': 0.6467689871788025, 'change_pct': -11.069259643554688}, {'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.4699999988079071, 'optimized': 0.5596063137054443, 'change_pct': 19.06517219543457}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.4277285933494568, 'optimized': 0.3328973352909088, 'change_pct': -22.170894622802734}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.2535211443901062, 'optimized': 0.17512716352939606, 'change_pct': -30.922067642211914}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.3296703100204468, 'optimized': 0.2340504229068756, 'change_pct': -29.004701614379883}]","[6, 2, 0, 1, 5]","['铌', '锰', '碳', '硅', '钛']"
3716,success,"[134.0, 276.0, 49.5]","[159.01, 325.95, 46.355]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.1006675437092781, 'change_pct': 571.1168823242188}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004129793960601091, 'optimized': 0.04107324406504631, 'change_pct': 894.5592041015625}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.6813186407089233, 'optimized': 0.5964874029159546, 'change_pct': -12.451037406921387}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.08031530678272247, 'change_pct': 5602.38671875}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9357428550720215, 'optimized': 0.8780291676521301, 'change_pct': -6.167686939239502}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3754,success,"[133.0, 275.0, 46.5]","[162.86, 324.72, 45.76]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.02500000037252903, 'optimized': 0.11716829985380173, 'change_pct': 368.6732177734375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.005899704992771149, 'optimized': 0.09564805775880814, 'change_pct': 1521.234619140625}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7912087440490723, 'optimized': 0.7008413672447205, 'change_pct': -11.421433448791504}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0042253523133695126, 'optimized': 0.08602353930473328, 'change_pct': 1935.890380859375}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9236948490142822, 'optimized': 0.8353804349899292, 'change_pct': -9.560995101928711}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3758,success,"[134.0, 275.0, 48.5]","[160.85, 325.97, 46.0]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.10494649410247803, 'change_pct': 599.6431884765625}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.003539822995662689, 'optimized': 0.07988401502370834, 'change_pct': 2156.723388671875}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8021977543830872, 'optimized': 0.753801703453064, 'change_pct': -6.032932758331299}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.09620485454797745, 'change_pct': 6730.54443359375}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9236948490142822, 'optimized': 0.8654910922050476, 'change_pct': -6.301189422607422}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3771,success,"[133.0, 283.0, 50.0]","[159.66, 325.93, 47.65]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.10679937899112701, 'change_pct': 967.9938354492188}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0029498524963855743, 'optimized': 0.10065533220767975, 'change_pct': 3312.2158203125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8351647853851318, 'optimized': 0.7363250851631165, 'change_pct': -11.83475399017334}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.05371534824371338, 'change_pct': 3713.789794921875}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9357428550720215, 'optimized': 0.8934577107429504, 'change_pct': -4.518885135650635}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3793,success,"[158.0, 274.0, 49.0]","[179.16, 304.03, 46.93]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.029999999329447746, 'optimized': 0.1189393550157547, 'change_pct': 296.4645080566406}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.003539822995662689, 'optimized': 0.07988401502370834, 'change_pct': 2156.723388671875}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8571428656578064, 'optimized': 0.8087468147277832, 'change_pct': -5.646205902099609}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.09620485454797745, 'change_pct': 6730.54443359375}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9678714275360107, 'optimized': 0.8993274569511414, 'change_pct': -7.081929683685303}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3796,success,"[134.0, 276.0, 44.5]","[164.48, 307.87, 45.58]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.07456758618354797, 'change_pct': 645.6759033203125}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0064896754920482635, 'optimized': 0.10157874971628189, 'change_pct': 1465.236328125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7692307829856873, 'optimized': 0.809154748916626, 'change_pct': 5.190115451812744}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.08306555449962616, 'change_pct': 5797.65380859375}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.927710771560669, 'optimized': 0.8397780656814575, 'change_pct': -9.478461265563965}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3798,success,"[133.0, 282.0, 47.5]","[151.3, 285.0, 47.765]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.09944567084312439, 'change_pct': 562.9710083007812}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.005309734493494034, 'optimized': 0.024350252002477646, 'change_pct': 358.596435546875}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8571428656578064, 'optimized': 0.7594056129455566, 'change_pct': -11.402679443359375}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.013931386172771454, 'change_pct': 889.12841796875}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.01818181946873665, 'optimized': 0.08850719034671783, 'change_pct': 386.78955078125}]","[2, 0, 5, 1, 6]","['锰', '碳', '钛', '硅', '铌']"
3814,success,"[133.0, 280.0, 45.5]","[160.63, 325.83, 45.795]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.10504114627838135, 'change_pct': 950.4114990234375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.005309734493494034, 'optimized': 0.03888983279466629, 'change_pct': 632.4251708984375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8461538553237915, 'optimized': 0.7562510371208191, 'change_pct': -10.6248779296875}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.09298502653837204, 'change_pct': 6501.9365234375}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9397590160369873, 'optimized': 0.8797569274902344, 'change_pct': -6.384837627410889}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3816,success,"[465.0, 820.0, 20.0]","[467.11, 731.98, 27.195]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.8950000405311584, 'optimized': 0.8446994423866272, 'change_pct': -5.62017822265625}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.752212405204773, 'optimized': 0.8240716457366943, 'change_pct': 9.553051948547363}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.5352112650871277, 'optimized': 0.5487397313117981, 'change_pct': 2.5276870727539062}, {'param_index': 3, 'param': '化学元素含量过程的磷', 'original': 0.2584269940853119, 'optimized': 0.16149483621120453, 'change_pct': -37.50852584838867}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.06593406200408936, 'optimized': 0.00427637156099081, 'change_pct': -93.51416778564453}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
3821,success,"[130.0, 266.0, 48.5]","[160.9, 324.51, 46.92]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.09439762681722641, 'change_pct': 843.976318359375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0029498524963855743, 'optimized': 0.0426613874733448, 'change_pct': 1346.2210693359375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8021977543830872, 'optimized': 0.7087140083312988, 'change_pct': -11.653453826904297}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0028169015422463417, 'optimized': 0.07045214623212814, 'change_pct': 2401.051025390625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9397590160369873, 'optimized': 0.8738466501235962, 'change_pct': -7.01375150680542}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3833,success,"[132.0, 286.0, 47.0]","[174.15, 302.66, 45.955]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.02500000037252903, 'optimized': 0.06117700785398483, 'change_pct': 144.70803833007812}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0029498524963855743, 'optimized': 0.002276825485751033, 'change_pct': -22.815616607666016}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8241758346557617, 'optimized': 0.7448192834854126, 'change_pct': -9.628594398498535}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.10123752802610397, 'change_pct': 7087.86376953125}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9477910995483398, 'optimized': 0.8564345836639404, 'change_pct': -9.638887405395508}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3846,failed,"[132.0, 286.0, 47.0]",,,"[2, 6, 0, 1, 12]","['锰', '铌', '碳', '硅', '卷取温度平均值']"
3848,success,"[109.0, 256.0, 45.5]","[153.52, 296.15, 45.29333333333334]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.0336931012570858, 'change_pct': 236.93101501464844}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0029498524963855743, 'optimized': 0.08149170130491257, 'change_pct': 2662.568359375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7582417130470276, 'optimized': 0.7962835431098938, 'change_pct': 5.017111301422119}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.09818990528583527, 'change_pct': 6871.48291015625}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.0363636389374733, 'optimized': 0.11950761824846268, 'change_pct': 228.6459197998047}]","[2, 0, 5, 1, 6]","['锰', '碳', '钛', '硅', '铌']"
3851,success,"[133.0, 280.0, 49.5]","[160.16, 324.22, 47.705]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.10247550159692764, 'change_pct': 924.755126953125}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0029498524963855743, 'optimized': 0.08743785321712494, 'change_pct': 2864.143310546875}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.9450549483299255, 'optimized': 0.8638712167739868, 'change_pct': -8.590372085571289}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.00427898857742548, 'change_pct': 203.80816650390625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9236948490142822, 'optimized': 0.8934916257858276, 'change_pct': -3.269826889038086}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3854,success,"[133.0, 276.0, 48.5]","[162.6, 323.87, 47.665]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.09439762681722641, 'change_pct': 843.976318359375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0029498524963855743, 'optimized': 0.0426613874733448, 'change_pct': 1346.2210693359375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8351647853851318, 'optimized': 0.7416810393333435, 'change_pct': -11.193449020385742}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9477910995483398, 'optimized': 0.8802365660667419, 'change_pct': -7.1275763511657715}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3858,success,"[132.0, 279.0, 48.0]","[161.42, 326.92, 45.62]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.09439762681722641, 'change_pct': 843.976318359375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.003539822995662689, 'optimized': 0.04290870204567909, 'change_pct': 1112.1707763671875}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8021977543830872, 'optimized': 0.7087140083312988, 'change_pct': -11.653453826904297}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9397590160369873, 'optimized': 0.8738466501235962, 'change_pct': -7.01375150680542}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
